Game,Engine,Player,Input,Output
ChineseChess,Dragon, w, a2i7 e3c1 b5a2 i1d1 c2i2 d9d6 c2f9 c2a7 d6h7 g5d7 i9a4 g9b6 , f2h6
ChineseChess,Dragon, b, a2i7 e3c1 b5a2 i1d1 c2i2 d9d6 c2f9 c2a7 d6h7 g5d7 i9a4 g9b6 f2h6 , e6a5
ChineseChess,Dragon, w, a2i7 e3c1 b5a2 i1d1 c2i2 d9d6 c2f9 c2a7 d6h7 g5d7 i9a4 g9b6 f2h6 e6a5 , d2d8
ChineseChess,Dragon, b, a2i7 e3c1 b5a2 i1d1 c2i2 d9d6 c2f9 c2a7 d6h7 g5d7 i9a4 g9b6 f2h6 e6a5 d2d8 , b7a4
ChineseChess,Dragon, w, a2i7 e3c1 b5a2 i1d1 c2i2 d9d6 c2f9 c2a7 d6h7 g5d7 i9a4 g9b6 f2h6 e6a5 d2d8 b7a4 , i8g1
ChineseChess,Dragon, b, a2i7 e3c1 b5a2 i1d1 c2i2 d9d6 c2f9 c2a7 d6h7 g5d7 i9a4 g9b6 f2h6 e6a5 d2d8 b7a4 i8g1 , e8b6
ChineseChess,Dragon, w, a2i7 e3c1 b5a2 i1d1 c2i2 d9d6 c2f9 c2a7 d6h7 g5d7 i9a4 g9b6 f2h6 e6a5 d2d8 b7a4 i8g1 e8b6 , b9b8
ChineseChess,Dragon, b, a2i7 e3c1 b5a2 i1d1 c2i2 d9d6 c2f9 c2a7 d6h7 g5d7 i9a4 g9b6 f2h6 e6a5 d2d8 b7a4 i8g1 e8b6 b9b8 , c6e3
ChineseChess,Dragon, w, a2i7 e3c1 b5a2 i1d1 c2i2 d9d6 c2f9 c2a7 d6h7 g5d7 i9a4 g9b6 f2h6 e6a5 d2d8 b7a4 i8g1 e8b6 b9b8 c6e3 , b4e8
ChineseChess,Dragon, b, a2i7 e3c1 b5a2 i1d1 c2i2 d9d6 c2f9 c2a7 d6h7 g5d7 i9a4 g9b6 f2h6 e6a5 d2d8 b7a4 i8g1 e8b6 b9b8 c6e3 b4e8 , a5e4
ChineseChess,Dragon, w, a2i7 e3c1 b5a2 i1d1 c2i2 d9d6 c2f9 c2a7 d6h7 g5d7 i9a4 g9b6 f2h6 e6a5 d2d8 b7a4 i8g1 e8b6 b9b8 c6e3 b4e8 a5e4 , a2i3
ChineseChess,Dragon, b, a2i7 e3c1 b5a2 i1d1 c2i2 d9d6 c2f9 c2a7 d6h7 g5d7 i9a4 g9b6 f2h6 e6a5 d2d8 b7a4 i8g1 e8b6 b9b8 c6e3 b4e8 a5e4 a2i3 , f6c4
ChineseChess,Dragon, w, a2i7 e3c1 b5a2 i1d1 c2i2 d9d6 c2f9 c2a7 d6h7 g5d7 i9a4 g9b6 f2h6 e6a5 d2d8 b7a4 i8g1 e8b6 b9b8 c6e3 b4e8 a5e4 a2i3 f6c4 , d9g4
ChineseChess,Dragon, b, a2i7 e3c1 b5a2 i1d1 c2i2 d9d6 c2f9 c2a7 d6h7 g5d7 i9a4 g9b6 f2h6 e6a5 d2d8 b7a4 i8g1 e8b6 b9b8 c6e3 b4e8 a5e4 a2i3 f6c4 d9g4 , g3c9
ChineseChess,Dragon, w, a2i7 e3c1 b5a2 i1d1 c2i2 d9d6 c2f9 c2a7 d6h7 g5d7 i9a4 g9b6 f2h6 e6a5 d2d8 b7a4 i8g1 e8b6 b9b8 c6e3 b4e8 a5e4 a2i3 f6c4 d9g4 g3c9 , b3d2
ChineseChess,Dragon, b, a2i7 e3c1 b5a2 i1d1 c2i2 d9d6 c2f9 c2a7 d6h7 g5d7 i9a4 g9b6 f2h6 e6a5 d2d8 b7a4 i8g1 e8b6 b9b8 c6e3 b4e8 a5e4 a2i3 f6c4 d9g4 g3c9 b3d2 , b9i2
ChineseChess,Dragon, w, a2i7 e3c1 b5a2 i1d1 c2i2 d9d6 c2f9 c2a7 d6h7 g5d7 i9a4 g9b6 f2h6 e6a5 d2d8 b7a4 i8g1 e8b6 b9b8 c6e3 b4e8 a5e4 a2i3 f6c4 d9g4 g3c9 b3d2 b9i2 , g8c7
ChineseChess,Dragon, b, a2i7 e3c1 b5a2 i1d1 c2i2 d9d6 c2f9 c2a7 d6h7 g5d7 i9a4 g9b6 f2h6 e6a5 d2d8 b7a4 i8g1 e8b6 b9b8 c6e3 b4e8 a5e4 a2i3 f6c4 d9g4 g3c9 b3d2 b9i2 g8c7 , h4b1
ChineseChess,Dragon, w, a2i7 e3c1 b5a2 i1d1 c2i2 d9d6 c2f9 c2a7 d6h7 g5d7 i9a4 g9b6 f2h6 e6a5 d2d8 b7a4 i8g1 e8b6 b9b8 c6e3 b4e8 a5e4 a2i3 f6c4 d9g4 g3c9 b3d2 b9i2 g8c7 h4b1 , f2c2
ChineseChess,Dragon, b, a2i7 e3c1 b5a2 i1d1 c2i2 d9d6 c2f9 c2a7 d6h7 g5d7 i9a4 g9b6 f2h6 e6a5 d2d8 b7a4 i8g1 e8b6 b9b8 c6e3 b4e8 a5e4 a2i3 f6c4 d9g4 g3c9 b3d2 b9i2 g8c7 h4b1 f2c2 , d1e1
ChineseChess,Dragon, w, a2i7 e3c1 b5a2 i1d1 c2i2 d9d6 c2f9 c2a7 d6h7 g5d7 i9a4 g9b6 f2h6 e6a5 d2d8 b7a4 i8g1 e8b6 b9b8 c6e3 b4e8 a5e4 a2i3 f6c4 d9g4 g3c9 b3d2 b9i2 g8c7 h4b1 f2c2 d1e1 , c1g9
ChineseChess,Dragon, b, a2i7 e3c1 b5a2 i1d1 c2i2 d9d6 c2f9 c2a7 d6h7 g5d7 i9a4 g9b6 f2h6 e6a5 d2d8 b7a4 i8g1 e8b6 b9b8 c6e3 b4e8 a5e4 a2i3 f6c4 d9g4 g3c9 b3d2 b9i2 g8c7 h4b1 f2c2 d1e1 c1g9 , a3c4
ChineseChess,Dragon, w, a2i7 e3c1 b5a2 i1d1 c2i2 d9d6 c2f9 c2a7 d6h7 g5d7 i9a4 g9b6 f2h6 e6a5 d2d8 b7a4 i8g1 e8b6 b9b8 c6e3 b4e8 a5e4 a2i3 f6c4 d9g4 g3c9 b3d2 b9i2 g8c7 h4b1 f2c2 d1e1 c1g9 a3c4 , i5a6
ChineseChess,Dragon, b, a2i7 e3c1 b5a2 i1d1 c2i2 d9d6 c2f9 c2a7 d6h7 g5d7 i9a4 g9b6 f2h6 e6a5 d2d8 b7a4 i8g1 e8b6 b9b8 c6e3 b4e8 a5e4 a2i3 f6c4 d9g4 g3c9 b3d2 b9i2 g8c7 h4b1 f2c2 d1e1 c1g9 a3c4 i5a6 , g7a4
ChineseChess,Dragon, w, a2i7 e3c1 b5a2 i1d1 c2i2 d9d6 c2f9 c2a7 d6h7 g5d7 i9a4 g9b6 f2h6 e6a5 d2d8 b7a4 i8g1 e8b6 b9b8 c6e3 b4e8 a5e4 a2i3 f6c4 d9g4 g3c9 b3d2 b9i2 g8c7 h4b1 f2c2 d1e1 c1g9 a3c4 i5a6 g7a4 , e8b1
ChineseChess,Dragon, b, a2i7 e3c1 b5a2 i1d1 c2i2 d9d6 c2f9 c2a7 d6h7 g5d7 i9a4 g9b6 f2h6 e6a5 d2d8 b7a4 i8g1 e8b6 b9b8 c6e3 b4e8 a5e4 a2i3 f6c4 d9g4 g3c9 b3d2 b9i2 g8c7 h4b1 f2c2 d1e1 c1g9 a3c4 i5a6 g7a4 e8b1 , a6i4
ChineseChess,Dragon, w, a2i7 e3c1 b5a2 i1d1 c2i2 d9d6 c2f9 c2a7 d6h7 g5d7 i9a4 g9b6 f2h6 e6a5 d2d8 b7a4 i8g1 e8b6 b9b8 c6e3 b4e8 a5e4 a2i3 f6c4 d9g4 g3c9 b3d2 b9i2 g8c7 h4b1 f2c2 d1e1 c1g9 a3c4 i5a6 g7a4 e8b1 a6i4 , i5i7
Chess,SuperEngine, w, , e5g5
Chess,SuperEngine, b, e5g5 , a2f4
Chess,SuperEngine, w, e5g5 a2f4 , g4d4
Chess,SuperEngine, b, e5g5 a2f4 g4d4 , a5a1
Chess,SuperEngine, w, e5g5 a2f4 g4d4 a5a1 , c7g4
Chess,SuperEngine, b, e5g5 a2f4 g4d4 a5a1 c7g4 , d3b5
Chess,SuperEngine, w, e5g5 a2f4 g4d4 a5a1 c7g4 d3b5 , h2b2
Chess,SuperEngine, b, e5g5 a2f4 g4d4 a5a1 c7g4 d3b5 h2b2 , h5f7
Chess,SuperEngine, w, e5g5 a2f4 g4d4 a5a1 c7g4 d3b5 h2b2 h5f7 , d4h2
Chess,SuperEngine, b, e5g5 a2f4 g4d4 a5a1 c7g4 d3b5 h2b2 h5f7 d4h2 , e3c4
Chess,SuperEngine, w, e5g5 a2f4 g4d4 a5a1 c7g4 d3b5 h2b2 h5f7 d4h2 e3c4 , c1e6
Chess,SuperEngine, b, e5g5 a2f4 g4d4 a5a1 c7g4 d3b5 h2b2 h5f7 d4h2 e3c4 c1e6 , c2h5
Chess,SuperEngine, w, e5g5 a2f4 g4d4 a5a1 c7g4 d3b5 h2b2 h5f7 d4h2 e3c4 c1e6 c2h5 , f2g1
Chess,SuperEngine, b, e5g5 a2f4 g4d4 a5a1 c7g4 d3b5 h2b2 h5f7 d4h2 e3c4 c1e6 c2h5 f2g1 , a3f1
Chess,SuperEngine, w, e5g5 a2f4 g4d4 a5a1 c7g4 d3b5 h2b2 h5f7 d4h2 e3c4 c1e6 c2h5 f2g1 a3f1 , g1b4
Chess,SuperEngine, b, e5g5 a2f4 g4d4 a5a1 c7g4 d3b5 h2b2 h5f7 d4h2 e3c4 c1e6 c2h5 f2g1 a3f1 g1b4 , g3d3
Chess,SuperEngine, w, e5g5 a2f4 g4d4 a5a1 c7g4 d3b5 h2b2 h5f7 d4h2 e3c4 c1e6 c2h5 f2g1 a3f1 g1b4 g3d3 , b1h7
Chess,SuperEngine, b, e5g5 a2f4 g4d4 a5a1 c7g4 d3b5 h2b2 h5f7 d4h2 e3c4 c1e6 c2h5 f2g1 a3f1 g1b4 g3d3 b1h7 , d1b2
Chess,SuperEngine, w, e5g5 a2f4 g4d4 a5a1 c7g4 d3b5 h2b2 h5f7 d4h2 e3c4 c1e6 c2h5 f2g1 a3f1 g1b4 g3d3 b1h7 d1b2 , e6b4
Chess,SuperEngine, b, e5g5 a2f4 g4d4 a5a1 c7g4 d3b5 h2b2 h5f7 d4h2 e3c4 c1e6 c2h5 f2g1 a3f1 g1b4 g3d3 b1h7 d1b2 e6b4 , b1e4
Chess,SuperEngine, w, e5g5 a2f4 g4d4 a5a1 c7g4 d3b5 h2b2 h5f7 d4h2 e3c4 c1e6 c2h5 f2g1 a3f1 g1b4 g3d3 b1h7 d1b2 e6b4 b1e4 , g2d1
Chess,SuperEngine, b, e5g5 a2f4 g4d4 a5a1 c7g4 d3b5 h2b2 h5f7 d4h2 e3c4 c1e6 c2h5 f2g1 a3f1 g1b4 g3d3 b1h7 d1b2 e6b4 b1e4 g2d1 , d3a3
Chess,SuperEngine, w, e5g5 a2f4 g4d4 a5a1 c7g4 d3b5 h2b2 h5f7 d4h2 e3c4 c1e6 c2h5 f2g1 a3f1 g1b4 g3d3 b1h7 d1b2 e6b4 b1e4 g2d1 d3a3 , b4d3
Chess,SuperEngine, b, e5g5 a2f4 g4d4 a5a1 c7g4 d3b5 h2b2 h5f7 d4h2 e3c4 c1e6 c2h5 f2g1 a3f1 g1b4 g3d3 b1h7 d1b2 e6b4 b1e4 g2d1 d3a3 b4d3 , d3g2
Chess,SuperEngine, w, e5g5 a2f4 g4d4 a5a1 c7g4 d3b5 h2b2 h5f7 d4h2 e3c4 c1e6 c2h5 f2g1 a3f1 g1b4 g3d3 b1h7 d1b2 e6b4 b1e4 g2d1 d3a3 b4d3 d3g2 , f4a6
Chess,SuperEngine, b, e5g5 a2f4 g4d4 a5a1 c7g4 d3b5 h2b2 h5f7 d4h2 e3c4 c1e6 c2h5 f2g1 a3f1 g1b4 g3d3 b1h7 d1b2 e6b4 b1e4 g2d1 d3a3 b4d3 d3g2 f4a6 , d1h1
Chess,SuperEngine, w, e5g5 a2f4 g4d4 a5a1 c7g4 d3b5 h2b2 h5f7 d4h2 e3c4 c1e6 c2h5 f2g1 a3f1 g1b4 g3d3 b1h7 d1b2 e6b4 b1e4 g2d1 d3a3 b4d3 d3g2 f4a6 d1h1 , h1h2
ChineseChess,Dragon, w, , i6a3
ChineseChess,Dragon, b, i6a3 , a2i6
ChineseChess,Dragon, w, i6a3 a2i6 , a4a8
ChineseChess,Dragon, b, i6a3 a2i6 a4a8 , d3b6
ChineseChess,Dragon, w, i6a3 a2i6 a4a8 d3b6 , b5c4
ChineseChess,Dragon, b, i6a3 a2i6 a4a8 d3b6 b5c4 , g4h7
ChineseChess,Dragon, w, i6a3 a2i6 a4a8 d3b6 b5c4 g4h7 , e1g1
ChineseChess,Dragon, b, i6a3 a2i6 a4a8 d3b6 b5c4 g4h7 e1g1 , f6c3
ChineseChess,Dragon, w, i6a3 a2i6 a4a8 d3b6 b5c4 g4h7 e1g1 f6c3 , h6b4
ChineseChess,Dragon, b, i6a3 a2i6 a4a8 d3b6 b5c4 g4h7 e1g1 f6c3 h6b4 , b8b5
ChineseChess,Dragon, w, i6a3 a2i6 a4a8 d3b6 b5c4 g4h7 e1g1 f6c3 h6b4 b8b5 , i1a3
ChineseChess,Dragon, b, i6a3 a2i6 a4a8 d3b6 b5c4 g4h7 e1g1 f6c3 h6b4 b8b5 i1a3 , c6a7
ChineseChess,Dragon, w, i6a3 a2i6 a4a8 d3b6 b5c4 g4h7 e1g1 f6c3 h6b4 b8b5 i1a3 c6a7 , i6f8
ChineseChess,Dragon, b, i6a3 a2i6 a4a8 d3b6 b5c4 g4h7 e1g1 f6c3 h6b4 b8b5 i1a3 c6a7 i6f8 , b6d1
ChineseChess,Dragon, w, i6a3 a2i6 a4a8 d3b6 b5c4 g4h7 e1g1 f6c3 h6b4 b8b5 i1a3 c6a7 i6f8 b6d1 , h8a8
ChineseChess,Dragon, b, i6a3 a2i6 a4a8 d3b6 b5c4 g4h7 e1g1 f6c3 h6b4 b8b5 i1a3 c6a7 i6f8 b6d1 h8a8 , c4c9
Chess,SuperEngine, w, , c4c3
Chess,SuperEngine, b, c4c3 , d2d3
Chess,SuperEngine, w, c4c3 d2d3 , a3g7
Chess,SuperEngine, b, c4c3 d2d3 a3g7 , b1d3
Chess,SuperEngine, w, c4c3 d2d3 a3g7 b1d3 , h7e2
Chess,SuperEngine, b, c4c3 d2d3 a3g7 b1d3 h7e2 , f6f6
Chess,SuperEngine, w, c4c3 d2d3 a3g7 b1d3 h7e2 f6f6 , g6a5
Chess,SuperEngine, b, c4c3 d2d3 a3g7 b1d3 h7e2 f6f6 g6a5 , e5a4
Chess,SuperEngine, w, c4c3 d2d3 a3g7 b1d3 h7e2 f6f6 g6a5 e5a4 , g4e2
Chess,SuperEngine, b, c4c3 d2d3 a3g7 b1d3 h7e2 f6f6 g6a5 e5a4 g4e2 , f6b3
Chess,SuperEngine, w, c4c3 d2d3 a3g7 b1d3 h7e2 f6f6 g6a5 e5a4 g4e2 f6b3 , g1b5
Chess,SuperEngine, b, c4c3 d2d3 a3g7 b1d3 h7e2 f6f6 g6a5 e5a4 g4e2 f6b3 g1b5 , e4h1
Chess,SuperEngine, w, c4c3 d2d3 a3g7 b1d3 h7e2 f6f6 g6a5 e5a4 g4e2 f6b3 g1b5 e4h1 , b6g3
Chess,SuperEngine, b, c4c3 d2d3 a3g7 b1d3 h7e2 f6f6 g6a5 e5a4 g4e2 f6b3 g1b5 e4h1 b6g3 , c2g6
Chess,SuperEngine, w, c4c3 d2d3 a3g7 b1d3 h7e2 f6f6 g6a5 e5a4 g4e2 f6b3 g1b5 e4h1 b6g3 c2g6 , h6f1
Chess,SuperEngine, b, c4c3 d2d3 a3g7 b1d3 h7e2 f6f6 g6a5 e5a4 g4e2 f6b3 g1b5 e4h1 b6g3 c2g6 h6f1 , e3f2
Chess,SuperEngine, w, c4c3 d2d3 a3g7 b1d3 h7e2 f6f6 g6a5 e5a4 g4e2 f6b3 g1b5 e4h1 b6g3 c2g6 h6f1 e3f2 , e7b3
Chess,SuperEngine, b, c4c3 d2d3 a3g7 b1d3 h7e2 f6f6 g6a5 e5a4 g4e2 f6b3 g1b5 e4h1 b6g3 c2g6 h6f1 e3f2 e7b3 , f6e7
Chess,SuperEngine, w, c4c3 d2d3 a3g7 b1d3 h7e2 f6f6 g6a5 e5a4 g4e2 f6b3 g1b5 e4h1 b6g3 c2g6 h6f1 e3f2 e7b3 f6e7 , d1a1
Chess,SuperEngine, b, c4c3 d2d3 a3g7 b1d3 h7e2 f6f6 g6a5 e5a4 g4e2 f6b3 g1b5 e4h1 b6g3 c2g6 h6f1 e3f2 e7b3 f6e7 d1a1 , h7h7
Chess,SuperEngine, w, c4c3 d2d3 a3g7 b1d3 h7e2 f6f6 g6a5 e5a4 g4e2 f6b3 g1b5 e4h1 b6g3 c2g6 h6f1 e3f2 e7b3 f6e7 d1a1 h7h7 , b3d2
Chess,SuperEngine, b, c4c3 d2d3 a3g7 b1d3 h7e2 f6f6 g6a5 e5a4 g4e2 f6b3 g1b5 e4h1 b6g3 c2g6 h6f1 e3f2 e7b3 f6e7 d1a1 h7h7 b3d2 , c3b5
Chess,SuperEngine, w, c4c3 d2d3 a3g7 b1d3 h7e2 f6f6 g6a5 e5a4 g4e2 f6b3 g1b5 e4h1 b6g3 c2g6 h6f1 e3f2 e7b3 f6e7 d1a1 h7h7 b3d2 c3b5 , a5a2
Chess,SuperEngine, b, c4c3 d2d3 a3g7 b1d3 h7e2 f6f6 g6a5 e5a4 g4e2 f6b3 g1b5 e4h1 b6g3 c2g6 h6f1 e3f2 e7b3 f6e7 d1a1 h7h7 b3d2 c3b5 a5a2 , h2d4
Chess,SuperEngine, w, c4c3 d2d3 a3g7 b1d3 h7e2 f6f6 g6a5 e5a4 g4e2 f6b3 g1b5 e4h1 b6g3 c2g6 h6f1 e3f2 e7b3 f6e7 d1a1 h7h7 b3d2 c3b5 a5a2 h2d4 , e1c7
Chess,SuperEngine, b, c4c3 d2d3 a3g7 b1d3 h7e2 f6f6 g6a5 e5a4 g4e2 f6b3 g1b5 e4h1 b6g3 c2g6 h6f1 e3f2 e7b3 f6e7 d1a1 h7h7 b3d2 c3b5 a5a2 h2d4 e1c7 , h7h2
Chess,SuperEngine, w, c4c3 d2d3 a3g7 b1d3 h7e2 f6f6 g6a5 e5a4 g4e2 f6b3 g1b5 e4h1 b6g3 c2g6 h6f1 e3f2 e7b3 f6e7 d1a1 h7h7 b3d2 c3b5 a5a2 h2d4 e1c7 h7h2 , f3a4
Chess,SuperEngine, b, c4c3 d2d3 a3g7 b1d3 h7e2 f6f6 g6a5 e5a4 g4e2 f6b3 g1b5 e4h1 b6g3 c2g6 h6f1 e3f2 e7b3 f6e7 d1a1 h7h7 b3d2 c3b5 a5a2 h2d4 e1c7 h7h2 f3a4 , g2e2
Chess,SuperEngine, w, c4c3 d2d3 a3g7 b1d3 h7e2 f6f6 g6a5 e5a4 g4e2 f6b3 g1b5 e4h1 b6g3 c2g6 h6f1 e3f2 e7b3 f6e7 d1a1 h7h7 b3d2 c3b5 a5a2 h2d4 e1c7 h7h2 f3a4 g2e2 , a1g4
Chess,SuperEngine, b, c4c3 d2d3 a3g7 b1d3 h7e2 f6f6 g6a5 e5a4 g4e2 f6b3 g1b5 e4h1 b6g3 c2g6 h6f1 e3f2 e7b3 f6e7 d1a1 h7h7 b3d2 c3b5 a5a2 h2d4 e1c7 h7h2 f3a4 g2e2 a1g4 , d5c6
Chess,SuperEngine, w, c4c3 d2d3 a3g7 b1d3 h7e2 f6f6 g6a5 e5a4 g4e2 f6b3 g1b5 e4h1 b6g3 c2g6 h6f1 e3f2 e7b3 f6e7 d1a1 h7h7 b3d2 c3b5 a5a2 h2d4 e1c7 h7h2 f3a4 g2e2 a1g4 d5c6 , f3h5
Chess,SuperEngine, b, c4c3 d2d3 a3g7 b1d3 h7e2 f6f6 g6a5 e5a4 g4e2 f6b3 g1b5 e4h1 b6g3 c2g6 h6f1 e3f2 e7b3 f6e7 d1a1 h7h7 b3d2 c3b5 a5a2 h2d4 e1c7 h7h2 f3a4 g2e2 a1g4 d5c6 f3h5 , h6e4
Chess,SuperEngine, w, c4c3 d2d3 a3g7 b1d3 h7e2 f6f6 g6a5 e5a4 g4e2 f6b3 g1b5 e4h1 b6g3 c2g6 h6f1 e3f2 e7b3 f6e7 d1a1 h7h7 b3d2 c3b5 a5a2 h2d4 e1c7 h7h2 f3a4 g2e2 a1g4 d5c6 f3h5 h6e4 , e1g4
Chess,SuperEngine, b, c4c3 d2d3 a3g7 b1d3 h7e2 f6f6 g6a5 e5a4 g4e2 f6b3 g1b5 e4h1 b6g3 c2g6 h6f1 e3f2 e7b3 f6e7 d1a1 h7h7 b3d2 c3b5 a5a2 h2d4 e1c7 h7h2 f3a4 g2e2 a1g4 d5c6 f3h5 h6e4 e1g4 , d3b2
