Game,Engine,Player,Input,Output
ChineseChess,Dragon, b, c3e6 h4a4 h5f2 a5e3 c6d9 , e2g7
ChineseChess,Dragon, w, c3e6 h4a4 h5f2 a5e3 c6d9 e2g7 , g3f9
ChineseChess,Dragon, b, c3e6 h4a4 h5f2 a5e3 c6d9 e2g7 g3f9 , h4c9
ChineseChess,Dragon, w, c3e6 h4a4 h5f2 a5e3 c6d9 e2g7 g3f9 h4c9 , g6b8
ChineseChess,Dragon, b, c3e6 h4a4 h5f2 a5e3 c6d9 e2g7 g3f9 h4c9 g6b8 , c5d4
ChineseChess,Dragon, w, c3e6 h4a4 h5f2 a5e3 c6d9 e2g7 g3f9 h4c9 g6b8 c5d4 , a1f7
ChineseChess,Dragon, b, c3e6 h4a4 h5f2 a5e3 c6d9 e2g7 g3f9 h4c9 g6b8 c5d4 a1f7 , e7i5
ChineseChess,Dragon, w, c3e6 h4a4 h5f2 a5e3 c6d9 e2g7 g3f9 h4c9 g6b8 c5d4 a1f7 e7i5 , i1d5
ChineseChess,Dragon, b, c3e6 h4a4 h5f2 a5e3 c6d9 e2g7 g3f9 h4c9 g6b8 c5d4 a1f7 e7i5 i1d5 , d2c8
ChineseChess,Dragon, w, c3e6 h4a4 h5f2 a5e3 c6d9 e2g7 g3f9 h4c9 g6b8 c5d4 a1f7 e7i5 i1d5 d2c8 , d5i1
ChineseChess,Dragon, b, c3e6 h4a4 h5f2 a5e3 c6d9 e2g7 g3f9 h4c9 g6b8 c5d4 a1f7 e7i5 i1d5 d2c8 d5i1 , d1f1
ChineseChess,Dragon, w, c3e6 h4a4 h5f2 a5e3 c6d9 e2g7 g3f9 h4c9 g6b8 c5d4 a1f7 e7i5 i1d5 d2c8 d5i1 d1f1 , f3e5
ChineseChess,Dragon, b, c3e6 h4a4 h5f2 a5e3 c6d9 e2g7 g3f9 h4c9 g6b8 c5d4 a1f7 e7i5 i1d5 d2c8 d5i1 d1f1 f3e5 , f3i2
ChineseChess,Dragon, w, c3e6 h4a4 h5f2 a5e3 c6d9 e2g7 g3f9 h4c9 g6b8 c5d4 a1f7 e7i5 i1d5 d2c8 d5i1 d1f1 f3e5 f3i2 , b2a2
ChineseChess,Dragon, b, c3e6 h4a4 h5f2 a5e3 c6d9 e2g7 g3f9 h4c9 g6b8 c5d4 a1f7 e7i5 i1d5 d2c8 d5i1 d1f1 f3e5 f3i2 b2a2 , b2g1
ChineseChess,Dragon, w, c3e6 h4a4 h5f2 a5e3 c6d9 e2g7 g3f9 h4c9 g6b8 c5d4 a1f7 e7i5 i1d5 d2c8 d5i1 d1f1 f3e5 f3i2 b2a2 b2g1 , a2i1
ChineseChess,Dragon, b, c3e6 h4a4 h5f2 a5e3 c6d9 e2g7 g3f9 h4c9 g6b8 c5d4 a1f7 e7i5 i1d5 d2c8 d5i1 d1f1 f3e5 f3i2 b2a2 b2g1 a2i1 , c3e4
ChineseChess,Dragon, w, c3e6 h4a4 h5f2 a5e3 c6d9 e2g7 g3f9 h4c9 g6b8 c5d4 a1f7 e7i5 i1d5 d2c8 d5i1 d1f1 f3e5 f3i2 b2a2 b2g1 a2i1 c3e4 , b2i5
ChineseChess,Dragon, b, c3e6 h4a4 h5f2 a5e3 c6d9 e2g7 g3f9 h4c9 g6b8 c5d4 a1f7 e7i5 i1d5 d2c8 d5i1 d1f1 f3e5 f3i2 b2a2 b2g1 a2i1 c3e4 b2i5 , c6a6
ChineseChess,Dragon, w, c3e6 h4a4 h5f2 a5e3 c6d9 e2g7 g3f9 h4c9 g6b8 c5d4 a1f7 e7i5 i1d5 d2c8 d5i1 d1f1 f3e5 f3i2 b2a2 b2g1 a2i1 c3e4 b2i5 c6a6 , d8f1
ChineseChess,Dragon, b, c3e6 h4a4 h5f2 a5e3 c6d9 e2g7 g3f9 h4c9 g6b8 c5d4 a1f7 e7i5 i1d5 d2c8 d5i1 d1f1 f3e5 f3i2 b2a2 b2g1 a2i1 c3e4 b2i5 c6a6 d8f1 , e6i8
ChineseChess,Dragon, w, c3e6 h4a4 h5f2 a5e3 c6d9 e2g7 g3f9 h4c9 g6b8 c5d4 a1f7 e7i5 i1d5 d2c8 d5i1 d1f1 f3e5 f3i2 b2a2 b2g1 a2i1 c3e4 b2i5 c6a6 d8f1 e6i8 , a3d4
ChineseChess,Dragon, b, c3e6 h4a4 h5f2 a5e3 c6d9 e2g7 g3f9 h4c9 g6b8 c5d4 a1f7 e7i5 i1d5 d2c8 d5i1 d1f1 f3e5 f3i2 b2a2 b2g1 a2i1 c3e4 b2i5 c6a6 d8f1 e6i8 a3d4 , h1h9
ChineseChess,Dragon, w, c3e6 h4a4 h5f2 a5e3 c6d9 e2g7 g3f9 h4c9 g6b8 c5d4 a1f7 e7i5 i1d5 d2c8 d5i1 d1f1 f3e5 f3i2 b2a2 b2g1 a2i1 c3e4 b2i5 c6a6 d8f1 e6i8 a3d4 h1h9 , h1d9
Chess,SuperEngine, w, , f2a1
Chess,SuperEngine, b, f2a1 , h5e5
Chess,SuperEngine, w, f2a1 h5e5 , b5f2
Chess,SuperEngine, b, f2a1 h5e5 b5f2 , f5c2
Chess,SuperEngine, w, f2a1 h5e5 b5f2 f5c2 , d4h7
Chess,SuperEngine, b, f2a1 h5e5 b5f2 f5c2 d4h7 , c5c4
Chess,SuperEngine, w, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 , c5d5
Chess,SuperEngine, b, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 , h5e2
Chess,SuperEngine, w, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 , h7e4
Chess,SuperEngine, b, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 , g6f6
Chess,SuperEngine, w, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 , a4f4
Chess,SuperEngine, b, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 a4f4 , a5g5
Chess,SuperEngine, w, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 a4f4 a5g5 , d3b6
Chess,SuperEngine, b, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 a4f4 a5g5 d3b6 , h4c6
Chess,SuperEngine, w, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 a4f4 a5g5 d3b6 h4c6 , g1f6
Chess,SuperEngine, b, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 a4f4 a5g5 d3b6 h4c6 g1f6 , b2h4
Chess,SuperEngine, w, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 a4f4 a5g5 d3b6 h4c6 g1f6 b2h4 , g5e4
Chess,SuperEngine, b, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 a4f4 a5g5 d3b6 h4c6 g1f6 b2h4 g5e4 , d4b2
Chess,SuperEngine, w, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 a4f4 a5g5 d3b6 h4c6 g1f6 b2h4 g5e4 d4b2 , d5b2
Chess,SuperEngine, b, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 a4f4 a5g5 d3b6 h4c6 g1f6 b2h4 g5e4 d4b2 d5b2 , d1b6
Chess,SuperEngine, w, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 a4f4 a5g5 d3b6 h4c6 g1f6 b2h4 g5e4 d4b2 d5b2 d1b6 , g6a1
Chess,SuperEngine, b, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 a4f4 a5g5 d3b6 h4c6 g1f6 b2h4 g5e4 d4b2 d5b2 d1b6 g6a1 , d3b2
Chess,SuperEngine, w, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 a4f4 a5g5 d3b6 h4c6 g1f6 b2h4 g5e4 d4b2 d5b2 d1b6 g6a1 d3b2 , h4a2
Chess,SuperEngine, b, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 a4f4 a5g5 d3b6 h4c6 g1f6 b2h4 g5e4 d4b2 d5b2 d1b6 g6a1 d3b2 h4a2 , e4b3
Chess,SuperEngine, w, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 a4f4 a5g5 d3b6 h4c6 g1f6 b2h4 g5e4 d4b2 d5b2 d1b6 g6a1 d3b2 h4a2 e4b3 , f3a6
Chess,SuperEngine, b, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 a4f4 a5g5 d3b6 h4c6 g1f6 b2h4 g5e4 d4b2 d5b2 d1b6 g6a1 d3b2 h4a2 e4b3 f3a6 , b4f6
Chess,SuperEngine, w, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 a4f4 a5g5 d3b6 h4c6 g1f6 b2h4 g5e4 d4b2 d5b2 d1b6 g6a1 d3b2 h4a2 e4b3 f3a6 b4f6 , f7b7
Chess,SuperEngine, b, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 a4f4 a5g5 d3b6 h4c6 g1f6 b2h4 g5e4 d4b2 d5b2 d1b6 g6a1 d3b2 h4a2 e4b3 f3a6 b4f6 f7b7 , d2e3
Chess,SuperEngine, w, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 a4f4 a5g5 d3b6 h4c6 g1f6 b2h4 g5e4 d4b2 d5b2 d1b6 g6a1 d3b2 h4a2 e4b3 f3a6 b4f6 f7b7 d2e3 , g3a2
Chess,SuperEngine, b, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 a4f4 a5g5 d3b6 h4c6 g1f6 b2h4 g5e4 d4b2 d5b2 d1b6 g6a1 d3b2 h4a2 e4b3 f3a6 b4f6 f7b7 d2e3 g3a2 , f4e2
Chess,SuperEngine, w, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 a4f4 a5g5 d3b6 h4c6 g1f6 b2h4 g5e4 d4b2 d5b2 d1b6 g6a1 d3b2 h4a2 e4b3 f3a6 b4f6 f7b7 d2e3 g3a2 f4e2 , g6c7
Chess,SuperEngine, b, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 a4f4 a5g5 d3b6 h4c6 g1f6 b2h4 g5e4 d4b2 d5b2 d1b6 g6a1 d3b2 h4a2 e4b3 f3a6 b4f6 f7b7 d2e3 g3a2 f4e2 g6c7 , h2f3
Chess,SuperEngine, w, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 a4f4 a5g5 d3b6 h4c6 g1f6 b2h4 g5e4 d4b2 d5b2 d1b6 g6a1 d3b2 h4a2 e4b3 f3a6 b4f6 f7b7 d2e3 g3a2 f4e2 g6c7 h2f3 , g1a7
Chess,SuperEngine, b, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 a4f4 a5g5 d3b6 h4c6 g1f6 b2h4 g5e4 d4b2 d5b2 d1b6 g6a1 d3b2 h4a2 e4b3 f3a6 b4f6 f7b7 d2e3 g3a2 f4e2 g6c7 h2f3 g1a7 , c2h5
Chess,SuperEngine, w, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 a4f4 a5g5 d3b6 h4c6 g1f6 b2h4 g5e4 d4b2 d5b2 d1b6 g6a1 d3b2 h4a2 e4b3 f3a6 b4f6 f7b7 d2e3 g3a2 f4e2 g6c7 h2f3 g1a7 c2h5 , c1f4
Chess,SuperEngine, b, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 a4f4 a5g5 d3b6 h4c6 g1f6 b2h4 g5e4 d4b2 d5b2 d1b6 g6a1 d3b2 h4a2 e4b3 f3a6 b4f6 f7b7 d2e3 g3a2 f4e2 g6c7 h2f3 g1a7 c2h5 c1f4 , g2d3
Chess,SuperEngine, w, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 a4f4 a5g5 d3b6 h4c6 g1f6 b2h4 g5e4 d4b2 d5b2 d1b6 g6a1 d3b2 h4a2 e4b3 f3a6 b4f6 f7b7 d2e3 g3a2 f4e2 g6c7 h2f3 g1a7 c2h5 c1f4 g2d3 , f7f7
Chess,SuperEngine, b, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 a4f4 a5g5 d3b6 h4c6 g1f6 b2h4 g5e4 d4b2 d5b2 d1b6 g6a1 d3b2 h4a2 e4b3 f3a6 b4f6 f7b7 d2e3 g3a2 f4e2 g6c7 h2f3 g1a7 c2h5 c1f4 g2d3 f7f7 , g1c4
Chess,SuperEngine, w, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 a4f4 a5g5 d3b6 h4c6 g1f6 b2h4 g5e4 d4b2 d5b2 d1b6 g6a1 d3b2 h4a2 e4b3 f3a6 b4f6 f7b7 d2e3 g3a2 f4e2 g6c7 h2f3 g1a7 c2h5 c1f4 g2d3 f7f7 g1c4 , c4h5
Chess,SuperEngine, b, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 a4f4 a5g5 d3b6 h4c6 g1f6 b2h4 g5e4 d4b2 d5b2 d1b6 g6a1 d3b2 h4a2 e4b3 f3a6 b4f6 f7b7 d2e3 g3a2 f4e2 g6c7 h2f3 g1a7 c2h5 c1f4 g2d3 f7f7 g1c4 c4h5 , e4a7
Chess,SuperEngine, w, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 a4f4 a5g5 d3b6 h4c6 g1f6 b2h4 g5e4 d4b2 d5b2 d1b6 g6a1 d3b2 h4a2 e4b3 f3a6 b4f6 f7b7 d2e3 g3a2 f4e2 g6c7 h2f3 g1a7 c2h5 c1f4 g2d3 f7f7 g1c4 c4h5 e4a7 , g3e1
Chess,SuperEngine, b, f2a1 h5e5 b5f2 f5c2 d4h7 c5c4 c5d5 h5e2 h7e4 g6f6 a4f4 a5g5 d3b6 h4c6 g1f6 b2h4 g5e4 d4b2 d5b2 d1b6 g6a1 d3b2 h4a2 e4b3 f3a6 b4f6 f7b7 d2e3 g3a2 f4e2 g6c7 h2f3 g1a7 c2h5 c1f4 g2d3 f7f7 g1c4 c4h5 e4a7 g3e1 , f3b7
ChineseChess,Dragon, w, , f7b9
ChineseChess,Dragon, b, f7b9 , g1f4
ChineseChess,Dragon, w, f7b9 g1f4 , b1f4
ChineseChess,Dragon, b, f7b9 g1f4 b1f4 , d2i5
ChineseChess,Dragon, w, f7b9 g1f4 b1f4 d2i5 , g5d5
ChineseChess,Dragon, b, f7b9 g1f4 b1f4 d2i5 g5d5 , h9f8
ChineseChess,Dragon, w, f7b9 g1f4 b1f4 d2i5 g5d5 h9f8 , g4a9
ChineseChess,Dragon, b, f7b9 g1f4 b1f4 d2i5 g5d5 h9f8 g4a9 , g9g2
ChineseChess,Dragon, w, f7b9 g1f4 b1f4 d2i5 g5d5 h9f8 g4a9 g9g2 , f7a6
ChineseChess,Dragon, b, f7b9 g1f4 b1f4 d2i5 g5d5 h9f8 g4a9 g9g2 f7a6 , b9i8
ChineseChess,Dragon, w, f7b9 g1f4 b1f4 d2i5 g5d5 h9f8 g4a9 g9g2 f7a6 b9i8 , a6a9
ChineseChess,Dragon, b, f7b9 g1f4 b1f4 d2i5 g5d5 h9f8 g4a9 g9g2 f7a6 b9i8 a6a9 , a4e6
ChineseChess,Dragon, w, f7b9 g1f4 b1f4 d2i5 g5d5 h9f8 g4a9 g9g2 f7a6 b9i8 a6a9 a4e6 , d2f2
ChineseChess,Dragon, b, f7b9 g1f4 b1f4 d2i5 g5d5 h9f8 g4a9 g9g2 f7a6 b9i8 a6a9 a4e6 d2f2 , a3e3
ChineseChess,Dragon, w, f7b9 g1f4 b1f4 d2i5 g5d5 h9f8 g4a9 g9g2 f7a6 b9i8 a6a9 a4e6 d2f2 a3e3 , h5h6
ChineseChess,Dragon, b, f7b9 g1f4 b1f4 d2i5 g5d5 h9f8 g4a9 g9g2 f7a6 b9i8 a6a9 a4e6 d2f2 a3e3 h5h6 , c6d7
ChineseChess,Dragon, w, f7b9 g1f4 b1f4 d2i5 g5d5 h9f8 g4a9 g9g2 f7a6 b9i8 a6a9 a4e6 d2f2 a3e3 h5h6 c6d7 , b2f1
ChineseChess,Dragon, b, f7b9 g1f4 b1f4 d2i5 g5d5 h9f8 g4a9 g9g2 f7a6 b9i8 a6a9 a4e6 d2f2 a3e3 h5h6 c6d7 b2f1 , b4e1
ChineseChess,Dragon, w, f7b9 g1f4 b1f4 d2i5 g5d5 h9f8 g4a9 g9g2 f7a6 b9i8 a6a9 a4e6 d2f2 a3e3 h5h6 c6d7 b2f1 b4e1 , d2i3
ChineseChess,Dragon, b, f7b9 g1f4 b1f4 d2i5 g5d5 h9f8 g4a9 g9g2 f7a6 b9i8 a6a9 a4e6 d2f2 a3e3 h5h6 c6d7 b2f1 b4e1 d2i3 , h8g3
ChineseChess,Dragon, w, f7b9 g1f4 b1f4 d2i5 g5d5 h9f8 g4a9 g9g2 f7a6 b9i8 a6a9 a4e6 d2f2 a3e3 h5h6 c6d7 b2f1 b4e1 d2i3 h8g3 , d8b5
ChineseChess,Dragon, b, f7b9 g1f4 b1f4 d2i5 g5d5 h9f8 g4a9 g9g2 f7a6 b9i8 a6a9 a4e6 d2f2 a3e3 h5h6 c6d7 b2f1 b4e1 d2i3 h8g3 d8b5 , i7b4
ChineseChess,Dragon, w, f7b9 g1f4 b1f4 d2i5 g5d5 h9f8 g4a9 g9g2 f7a6 b9i8 a6a9 a4e6 d2f2 a3e3 h5h6 c6d7 b2f1 b4e1 d2i3 h8g3 d8b5 i7b4 , g4a7
ChineseChess,Dragon, b, f7b9 g1f4 b1f4 d2i5 g5d5 h9f8 g4a9 g9g2 f7a6 b9i8 a6a9 a4e6 d2f2 a3e3 h5h6 c6d7 b2f1 b4e1 d2i3 h8g3 d8b5 i7b4 g4a7 , h5b5
ChineseChess,Dragon, w, f7b9 g1f4 b1f4 d2i5 g5d5 h9f8 g4a9 g9g2 f7a6 b9i8 a6a9 a4e6 d2f2 a3e3 h5h6 c6d7 b2f1 b4e1 d2i3 h8g3 d8b5 i7b4 g4a7 h5b5 , f7d8
ChineseChess,Dragon, b, f7b9 g1f4 b1f4 d2i5 g5d5 h9f8 g4a9 g9g2 f7a6 b9i8 a6a9 a4e6 d2f2 a3e3 h5h6 c6d7 b2f1 b4e1 d2i3 h8g3 d8b5 i7b4 g4a7 h5b5 f7d8 , a4f1
ChineseChess,Dragon, w, f7b9 g1f4 b1f4 d2i5 g5d5 h9f8 g4a9 g9g2 f7a6 b9i8 a6a9 a4e6 d2f2 a3e3 h5h6 c6d7 b2f1 b4e1 d2i3 h8g3 d8b5 i7b4 g4a7 h5b5 f7d8 a4f1 , a7i5
ChineseChess,Dragon, b, f7b9 g1f4 b1f4 d2i5 g5d5 h9f8 g4a9 g9g2 f7a6 b9i8 a6a9 a4e6 d2f2 a3e3 h5h6 c6d7 b2f1 b4e1 d2i3 h8g3 d8b5 i7b4 g4a7 h5b5 f7d8 a4f1 a7i5 , g1d8
ChineseChess,Dragon, w, f7b9 g1f4 b1f4 d2i5 g5d5 h9f8 g4a9 g9g2 f7a6 b9i8 a6a9 a4e6 d2f2 a3e3 h5h6 c6d7 b2f1 b4e1 d2i3 h8g3 d8b5 i7b4 g4a7 h5b5 f7d8 a4f1 a7i5 g1d8 , d9d8
ChineseChess,Dragon, b, f7b9 g1f4 b1f4 d2i5 g5d5 h9f8 g4a9 g9g2 f7a6 b9i8 a6a9 a4e6 d2f2 a3e3 h5h6 c6d7 b2f1 b4e1 d2i3 h8g3 d8b5 i7b4 g4a7 h5b5 f7d8 a4f1 a7i5 g1d8 d9d8 , b4b9
ChineseChess,Dragon, w, f7b9 g1f4 b1f4 d2i5 g5d5 h9f8 g4a9 g9g2 f7a6 b9i8 a6a9 a4e6 d2f2 a3e3 h5h6 c6d7 b2f1 b4e1 d2i3 h8g3 d8b5 i7b4 g4a7 h5b5 f7d8 a4f1 a7i5 g1d8 d9d8 b4b9 , g2f4
ChineseChess,Dragon, b, f7b9 g1f4 b1f4 d2i5 g5d5 h9f8 g4a9 g9g2 f7a6 b9i8 a6a9 a4e6 d2f2 a3e3 h5h6 c6d7 b2f1 b4e1 d2i3 h8g3 d8b5 i7b4 g4a7 h5b5 f7d8 a4f1 a7i5 g1d8 d9d8 b4b9 g2f4 , e8f2
ChineseChess,Dragon, w, f7b9 g1f4 b1f4 d2i5 g5d5 h9f8 g4a9 g9g2 f7a6 b9i8 a6a9 a4e6 d2f2 a3e3 h5h6 c6d7 b2f1 b4e1 d2i3 h8g3 d8b5 i7b4 g4a7 h5b5 f7d8 a4f1 a7i5 g1d8 d9d8 b4b9 g2f4 e8f2 , c9h3
ChineseChess,Dragon, b, f7b9 g1f4 b1f4 d2i5 g5d5 h9f8 g4a9 g9g2 f7a6 b9i8 a6a9 a4e6 d2f2 a3e3 h5h6 c6d7 b2f1 b4e1 d2i3 h8g3 d8b5 i7b4 g4a7 h5b5 f7d8 a4f1 a7i5 g1d8 d9d8 b4b9 g2f4 e8f2 c9h3 , c1d5
